;Model;Strategy;Vectorizer;N-Gram;Sampling Strategy;Accuracy;Macro-F1;Sampled_Hyperparameters;Vec_N-Gram
210;Naive Bayes;prep_standard_numbers;BoW;(1, 3);SMOTE (Oversampling);0.6820566631689402;0.5851907538567879;{'alpha': 0.01, 'fit_prior': False};"BoW
(1, 3)"
211;FFNN;prep_standard_numbers;BoW;(1, 3);SMOTE (Oversampling);0.6820566631689402;0.6260858372125829;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 3)"
212;Naive Bayes;prep_standard_numbers;BoW;(1, 3);SMOTETomek (Combined);0.6873032528856243;0.5921628454420675;{'alpha': 0.1, 'fit_prior': True};"BoW
(1, 3)"
213;FFNN;prep_standard_numbers;BoW;(1, 3);SMOTETomek (Combined);0.6883525708289612;0.6401685028800522;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 3)"
214;Naive Bayes;prep_standard_numbers;BoW;(1, 3);Tomek (Undersampling);0.7177334732423925;0.6341828197951594;{'alpha': 1.0, 'fit_prior': True};"BoW
(1, 3)"
215;FFNN;prep_standard_numbers;BoW;(1, 3);Tomek (Undersampling);0.7229800629590766;0.6782923156071371;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 3)"
216;Naive Bayes;prep_standard_numbers;BoW;(1, 4);None (Imbalanced);0.70199370409234;0.6309428387319848;{'alpha': 1.0, 'fit_prior': False};"BoW
(1, 4)"
217;FFNN;prep_standard_numbers;BoW;(1, 4);None (Imbalanced);0.7502623294858342;0.694090584778844;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 4)"
218;Naive Bayes;prep_standard_numbers;BoW;(1, 4);SMOTE (Oversampling);0.683105981112277;0.5794382733912293;{'alpha': 0.01, 'fit_prior': False};"BoW
(1, 4)"
219;FFNN;prep_standard_numbers;BoW;(1, 4);SMOTE (Oversampling);0.6768100734522561;0.6278091028291274;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 4)"
220;Naive Bayes;prep_standard_numbers;BoW;(1, 4);SMOTETomek (Combined);0.6820566631689402;0.5859367450760445;{'alpha': 0.5, 'fit_prior': True};"BoW
(1, 4)"
221;FFNN;prep_standard_numbers;BoW;(1, 4);SMOTETomek (Combined);0.6778593913955928;0.6161060826519756;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 4)"
222;Naive Bayes;prep_standard_numbers;BoW;(1, 4);Tomek (Undersampling);0.7124868835257083;0.627132967320996;{'alpha': 0.5, 'fit_prior': True};"BoW
(1, 4)"
223;FFNN;prep_standard_numbers;BoW;(1, 4);Tomek (Undersampling);0.7387198321091291;0.6939716856868157;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 4)"
224;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 1);None (Imbalanced);0.6663168940188877;0.6246861672974483;{'alpha': 0.1, 'fit_prior': False};"TF-IDF
(1, 1)"
225;FFNN;prep_standard_numbers;TF-IDF;(1, 1);None (Imbalanced);0.7408184679958028;0.6993490953705043;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 1)"
226;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 1);SMOTE (Oversampling);0.6547743966421826;0.612272486042566;{'alpha': 1.0, 'fit_prior': False};"TF-IDF
(1, 1)"
227;FFNN;prep_standard_numbers;TF-IDF;(1, 1);SMOTE (Oversampling);0.7387198321091291;0.6911675132861407;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 1)"
228;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 1);SMOTETomek (Combined);0.6505771248688352;0.6082260699438716;{'alpha': 1.0, 'fit_prior': True};"TF-IDF
(1, 1)"
229;FFNN;prep_standard_numbers;TF-IDF;(1, 1);SMOTETomek (Combined);0.7376705141657922;0.6868804969566481;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 1)"
230;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 1);Tomek (Undersampling);0.6873032528856243;0.5939123202804795;{'alpha': 0.01, 'fit_prior': True};"TF-IDF
(1, 1)"
231;FFNN;prep_standard_numbers;TF-IDF;(1, 1);Tomek (Undersampling);0.7418677859391396;0.7012257990521005;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 1)"
232;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 2);None (Imbalanced);0.6862539349422875;0.6271574330432771;{'alpha': 0.01, 'fit_prior': False};"TF-IDF
(1, 2)"
233;FFNN;prep_standard_numbers;TF-IDF;(1, 2);None (Imbalanced);0.7219307450157397;0.6728427263793119;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
234;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 2);SMOTE (Oversampling);0.7051416579223505;0.6425117102397397;{'alpha': 0.1, 'fit_prior': False};"TF-IDF
(1, 2)"
235;FFNN;prep_standard_numbers;TF-IDF;(1, 2);SMOTE (Oversampling);0.7303252885624344;0.6747953628883857;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
236;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 2);SMOTETomek (Combined);0.6852046169989506;0.6334852312093534;{'alpha': 1.0, 'fit_prior': False};"TF-IDF
(1, 2)"
237;FFNN;prep_standard_numbers;TF-IDF;(1, 2);SMOTETomek (Combined);0.7313746065057712;0.6847127996381728;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
238;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 2);Tomek (Undersampling);0.7135362014690452;0.6159055855915619;{'alpha': 0.1, 'fit_prior': True};"TF-IDF
(1, 2)"
239;FFNN;prep_standard_numbers;TF-IDF;(1, 2);Tomek (Undersampling);0.7429171038824763;0.6821960020619738;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
240;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 3);None (Imbalanced);0.7177334732423925;0.6196825373951639;{'alpha': 0.1, 'fit_prior': True};"TF-IDF
(1, 3)"
241;FFNN;prep_standard_numbers;TF-IDF;(1, 3);None (Imbalanced);0.7523609653725079;0.690456821661306;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
242;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 3);SMOTE (Oversampling);0.7082896117523609;0.6460628380604083;{'alpha': 0.1, 'fit_prior': False};"TF-IDF
(1, 3)"
243;FFNN;prep_standard_numbers;TF-IDF;(1, 3);SMOTE (Oversampling);0.7177334732423925;0.6764981143167733;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
244;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 3);SMOTETomek (Combined);0.7061909758656874;0.6441620545779747;{'alpha': 0.1, 'fit_prior': True};"TF-IDF
(1, 3)"
245;FFNN;prep_standard_numbers;TF-IDF;(1, 3);SMOTETomek (Combined);0.7408184679958028;0.6916054791448598;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
246;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 3);Tomek (Undersampling);0.7030430220356768;0.6362201543476443;{'alpha': 0.5, 'fit_prior': False};"TF-IDF
(1, 3)"
247;FFNN;prep_standard_numbers;TF-IDF;(1, 3);Tomek (Undersampling);0.7229800629590766;0.6615137470371096;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
248;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 4);None (Imbalanced);0.7240293809024134;0.6518241855921654;{'alpha': 1.0, 'fit_prior': False};"TF-IDF
(1, 4)"
249;FFNN;prep_standard_numbers;TF-IDF;(1, 4);None (Imbalanced);0.7261280167890871;0.673432437583381;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
250;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 4);SMOTE (Oversampling);0.7009443861490031;0.634394973172289;{'alpha': 0.1, 'fit_prior': True};"TF-IDF
(1, 4)"
251;FFNN;prep_standard_numbers;TF-IDF;(1, 4);SMOTE (Oversampling);0.7418677859391396;0.6935227597026671;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
252;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 4);SMOTETomek (Combined);0.7030430220356768;0.6450986106354218;{'alpha': 0.5, 'fit_prior': True};"TF-IDF
(1, 4)"
253;FFNN;prep_standard_numbers;TF-IDF;(1, 4);SMOTETomek (Combined);0.727177334732424;0.6771981576359778;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
254;Naive Bayes;prep_standard_numbers;TF-IDF;(1, 4);Tomek (Undersampling);0.720881427072403;0.6466840270991318;{'alpha': 1.0, 'fit_prior': False};"TF-IDF
(1, 4)"
255;FFNN;prep_standard_numbers;TF-IDF;(1, 4);Tomek (Undersampling);0.7334732423924449;0.6884728596633499;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
