;Model;Strategy;Vectorizer;N-Gram;Sampling Strategy;Accuracy;Macro-F1;Sampled_Hyperparameters;Vec_N-Gram
105;FFNN;prep_full;TF-IDF;(1, 2);None (Imbalanced);0.7334732423924449;0.6760610682435306;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
106;Naive Bayes;prep_full;TF-IDF;(1, 2);SMOTE (Oversampling);0.6841552990556139;0.6294568298701879;{'alpha': 0.1, 'fit_prior': False};"TF-IDF
(1, 2)"
107;FFNN;prep_full;TF-IDF;(1, 2);SMOTE (Oversampling);0.7366211962224554;0.688411947015006;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
108;Naive Bayes;prep_full;TF-IDF;(1, 2);SMOTETomek (Combined);0.6841552990556139;0.6367829107424191;{'alpha': 1.0, 'fit_prior': True};"TF-IDF
(1, 2)"
109;FFNN;prep_full;TF-IDF;(1, 2);SMOTETomek (Combined);0.757607555089192;0.7139741724943157;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
110;Naive Bayes;prep_full;TF-IDF;(1, 2);Tomek (Undersampling);0.7082896117523609;0.6540813720124065;{'alpha': 0.5, 'fit_prior': False};"TF-IDF
(1, 2)"
111;FFNN;prep_full;TF-IDF;(1, 2);Tomek (Undersampling);0.7408184679958028;0.6851635003089703;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
112;Naive Bayes;prep_full;TF-IDF;(1, 3);None (Imbalanced);0.7198321091290661;0.6255886065780716;{'alpha': 0.1, 'fit_prior': True};"TF-IDF
(1, 3)"
113;FFNN;prep_full;TF-IDF;(1, 3);None (Imbalanced);0.7313746065057712;0.6705143022039133;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
114;Naive Bayes;prep_full;TF-IDF;(1, 3);SMOTE (Oversampling);0.6757607555089192;0.6043172454803002;{'alpha': 0.01, 'fit_prior': True};"TF-IDF
(1, 3)"
115;FFNN;prep_full;TF-IDF;(1, 3);SMOTE (Oversampling);0.727177334732424;0.6732987931807339;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
116;Naive Bayes;prep_full;TF-IDF;(1, 3);SMOTETomek (Combined);0.6768100734522561;0.6046278850467174;{'alpha': 0.01, 'fit_prior': False};"TF-IDF
(1, 3)"
117;FFNN;prep_full;TF-IDF;(1, 3);SMOTETomek (Combined);0.7544596012591815;0.6956946694702234;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
118;Naive Bayes;prep_full;TF-IDF;(1, 3);Tomek (Undersampling);0.7219307450157397;0.6325047882662329;{'alpha': 0.1, 'fit_prior': True};"TF-IDF
(1, 3)"
119;FFNN;prep_full;TF-IDF;(1, 3);Tomek (Undersampling);0.7355718782791185;0.6761902596781955;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
120;Naive Bayes;prep_full;TF-IDF;(1, 4);None (Imbalanced);0.6736621196222455;0.6245701995324824;{'alpha': 0.1, 'fit_prior': False};"TF-IDF
(1, 4)"
121;FFNN;prep_full;TF-IDF;(1, 4);None (Imbalanced);0.7187827911857293;0.6566968385583666;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
122;Naive Bayes;prep_full;TF-IDF;(1, 4);SMOTE (Oversampling);0.6778593913955928;0.6320630761595959;{'alpha': 1.0, 'fit_prior': False};"TF-IDF
(1, 4)"
123;FFNN;prep_full;TF-IDF;(1, 4);SMOTE (Oversampling);0.7313746065057712;0.6660449524484612;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
124;Naive Bayes;prep_full;TF-IDF;(1, 4);SMOTETomek (Combined);0.6652675760755509;0.593650206566335;{'alpha': 0.01, 'fit_prior': True};"TF-IDF
(1, 4)"
125;FFNN;prep_full;TF-IDF;(1, 4);SMOTETomek (Combined);0.7261280167890871;0.6760590597636953;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
126;Naive Bayes;prep_full;TF-IDF;(1, 4);Tomek (Undersampling);0.6998950682056663;0.5532295457226163;{'alpha': 1.0, 'fit_prior': True};"TF-IDF
(1, 4)"
127;FFNN;prep_full;TF-IDF;(1, 4);Tomek (Undersampling);0.7198321091290661;0.6522503039356321;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
128;Naive Bayes;prep_masked;BoW;(1, 1);None (Imbalanced);0.6652675760755509;0.5997794510544422;{'alpha': 0.01, 'fit_prior': True};"BoW
(1, 1)"
129;FFNN;prep_masked;BoW;(1, 1);None (Imbalanced);0.7597061909758657;0.715040166913497;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 1)"
130;Naive Bayes;prep_masked;BoW;(1, 1);SMOTE (Oversampling);0.6610703043022036;0.6015196828668999;{'alpha': 1.0, 'fit_prior': False};"BoW
(1, 1)"
131;FFNN;prep_masked;BoW;(1, 1);SMOTE (Oversampling);0.7009443861490031;0.647515707606367;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 1)"
132;Naive Bayes;prep_masked;BoW;(1, 1);SMOTETomek (Combined);0.664218258132214;0.6060968110968111;{'alpha': 0.5, 'fit_prior': True};"BoW
(1, 1)"
133;FFNN;prep_masked;BoW;(1, 1);SMOTETomek (Combined);0.6873032528856243;0.6276520864756159;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 1)"
134;Naive Bayes;prep_masked;BoW;(1, 1);Tomek (Undersampling);0.6621196222455404;0.6239443790992295;{'alpha': 0.5, 'fit_prior': False};"BoW
(1, 1)"
135;FFNN;prep_masked;BoW;(1, 1);Tomek (Undersampling);0.7481636935991606;0.7019623189114714;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 1)"
136;Naive Bayes;prep_masked;BoW;(1, 2);None (Imbalanced);0.6998950682056663;0.6453631834869947;{'alpha': 0.01, 'fit_prior': False};"BoW
(1, 2)"
137;FFNN;prep_masked;BoW;(1, 2);None (Imbalanced);0.7502623294858342;0.6933215566670978;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 2)"
138;Naive Bayes;prep_masked;BoW;(1, 2);SMOTE (Oversampling);0.7061909758656874;0.6341261140240645;{'alpha': 0.01, 'fit_prior': True};"BoW
(1, 2)"
139;FFNN;prep_masked;BoW;(1, 2);SMOTE (Oversampling);0.6998950682056663;0.6451975196997815;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 2)"
140;Naive Bayes;prep_masked;BoW;(1, 2);SMOTETomek (Combined);0.6988457502623295;0.6349031683125016;{'alpha': 1.0, 'fit_prior': True};"BoW
(1, 2)"
141;FFNN;prep_masked;BoW;(1, 2);SMOTETomek (Combined);0.6736621196222455;0.6301894291100418;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 2)"
142;Naive Bayes;prep_masked;BoW;(1, 2);Tomek (Undersampling);0.7345225603357818;0.6756762607213581;{'alpha': 1.0, 'fit_prior': True};"BoW
(1, 2)"
143;FFNN;prep_masked;BoW;(1, 2);Tomek (Undersampling);0.7492130115424974;0.6922358943039426;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 2)"
144;Naive Bayes;prep_masked;BoW;(1, 3);None (Imbalanced);0.7072402938090241;0.6529066687669616;{'alpha': 0.1, 'fit_prior': False};"BoW
(1, 3)"
145;FFNN;prep_masked;BoW;(1, 3);None (Imbalanced);0.7418677859391396;0.6879024258692995;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 3)"
146;Naive Bayes;prep_masked;BoW;(1, 3);SMOTE (Oversampling);0.7040923399790137;0.6342681499638432;{'alpha': 0.5, 'fit_prior': False};"BoW
(1, 3)"
147;FFNN;prep_masked;BoW;(1, 3);SMOTE (Oversampling);0.6768100734522561;0.6331750987757975;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 3)"
148;Naive Bayes;prep_masked;BoW;(1, 3);SMOTETomek (Combined);0.7051416579223505;0.6332950862504108;{'alpha': 0.1, 'fit_prior': False};"BoW
(1, 3)"
149;FFNN;prep_masked;BoW;(1, 3);SMOTETomek (Combined);0.6862539349422875;0.6324824600950327;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 3)"
150;Naive Bayes;prep_masked;BoW;(1, 3);Tomek (Undersampling);0.7198321091290661;0.64769046257422;{'alpha': 0.01, 'fit_prior': True};"BoW
(1, 3)"
151;FFNN;prep_masked;BoW;(1, 3);Tomek (Undersampling);0.7292759706190975;0.6618404974991087;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 3)"
152;Naive Bayes;prep_masked;BoW;(1, 4);None (Imbalanced);0.7082896117523609;0.6435241108235068;{'alpha': 0.01, 'fit_prior': False};"BoW
(1, 4)"
153;FFNN;prep_masked;BoW;(1, 4);None (Imbalanced);0.7502623294858342;0.6918585772098321;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 4)"
154;Naive Bayes;prep_masked;BoW;(1, 4);SMOTE (Oversampling);0.7103882476390346;0.6348982479290556;{'alpha': 0.01, 'fit_prior': True};"BoW
(1, 4)"
155;FFNN;prep_masked;BoW;(1, 4);SMOTE (Oversampling);0.689401888772298;0.640277559018331;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 4)"
156;Naive Bayes;prep_masked;BoW;(1, 4);SMOTETomek (Combined);0.7103882476390346;0.6317160377859699;{'alpha': 0.01, 'fit_prior': True};"BoW
(1, 4)"
157;FFNN;prep_masked;BoW;(1, 4);SMOTETomek (Combined);0.6998950682056663;0.6487376925572302;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 4)"
158;Naive Bayes;prep_masked;BoW;(1, 4);Tomek (Undersampling);0.7229800629590766;0.6528637074736249;{'alpha': 0.1, 'fit_prior': True};"BoW
(1, 4)"
159;FFNN;prep_masked;BoW;(1, 4);Tomek (Undersampling);0.7565582371458552;0.7050759480158844;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 4)"
160;Naive Bayes;prep_masked;TF-IDF;(1, 1);None (Imbalanced);0.7040923399790137;0.6330024020055173;{'alpha': 1.0, 'fit_prior': False};"TF-IDF
(1, 1)"
161;FFNN;prep_masked;TF-IDF;(1, 1);None (Imbalanced);0.7523609653725079;0.7061822868533884;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 1)"
162;Naive Bayes;prep_masked;TF-IDF;(1, 1);SMOTE (Oversampling);0.6589716684155299;0.617943320083529;{'alpha': 0.5, 'fit_prior': False};"TF-IDF
(1, 1)"
163;FFNN;prep_masked;TF-IDF;(1, 1);SMOTE (Oversampling);0.7324239244491081;0.6850924630070455;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 1)"
164;Naive Bayes;prep_masked;TF-IDF;(1, 1);SMOTETomek (Combined);0.6568730325288562;0.6150899284410041;{'alpha': 0.5, 'fit_prior': True};"TF-IDF
(1, 1)"
165;FFNN;prep_masked;TF-IDF;(1, 1);SMOTETomek (Combined);0.7376705141657922;0.6963502590801055;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 1)"
166;Naive Bayes;prep_masked;TF-IDF;(1, 1);Tomek (Undersampling);0.6673662119622246;0.629972801041696;{'alpha': 0.1, 'fit_prior': False};"TF-IDF
(1, 1)"
167;FFNN;prep_masked;TF-IDF;(1, 1);Tomek (Undersampling);0.7565582371458552;0.7118198073882217;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 1)"
168;Naive Bayes;prep_masked;TF-IDF;(1, 2);None (Imbalanced);0.7219307450157397;0.6755220770370721;{'alpha': 0.5, 'fit_prior': False};"TF-IDF
(1, 2)"
169;FFNN;prep_masked;TF-IDF;(1, 2);None (Imbalanced);0.7502623294858342;0.6945350789161614;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
170;Naive Bayes;prep_masked;TF-IDF;(1, 2);SMOTE (Oversampling);0.6988457502623295;0.6559744172184363;{'alpha': 0.5, 'fit_prior': False};"TF-IDF
(1, 2)"
171;FFNN;prep_masked;TF-IDF;(1, 2);SMOTE (Oversampling);0.7460650577124869;0.6855058476682583;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
172;Naive Bayes;prep_masked;TF-IDF;(1, 2);SMOTETomek (Combined);0.70199370409234;0.6421352011634799;{'alpha': 0.01, 'fit_prior': False};"TF-IDF
(1, 2)"
173;FFNN;prep_masked;TF-IDF;(1, 2);SMOTETomek (Combined);0.7607555089192025;0.7130579873854644;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
174;Naive Bayes;prep_masked;TF-IDF;(1, 2);Tomek (Undersampling);0.7030430220356768;0.6539519831212313;{'alpha': 0.01, 'fit_prior': False};"TF-IDF
(1, 2)"
175;FFNN;prep_masked;TF-IDF;(1, 2);Tomek (Undersampling);0.7471143756558237;0.691917619065908;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 2)"
176;Naive Bayes;prep_masked;TF-IDF;(1, 3);None (Imbalanced);0.7313746065057712;0.6860235255737289;{'alpha': 0.5, 'fit_prior': False};"TF-IDF
(1, 3)"
177;FFNN;prep_masked;TF-IDF;(1, 3);None (Imbalanced);0.7250786988457503;0.6692133614141546;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
178;Naive Bayes;prep_masked;TF-IDF;(1, 3);SMOTE (Oversampling);0.7051416579223505;0.659067728418808;{'alpha': 1.0, 'fit_prior': True};"TF-IDF
(1, 3)"
179;FFNN;prep_masked;TF-IDF;(1, 3);SMOTE (Oversampling);0.7408184679958028;0.6906172879331437;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
180;Naive Bayes;prep_masked;TF-IDF;(1, 3);SMOTETomek (Combined);0.7135362014690452;0.6671064196476962;{'alpha': 0.5, 'fit_prior': True};"TF-IDF
(1, 3)"
181;FFNN;prep_masked;TF-IDF;(1, 3);SMOTETomek (Combined);0.7292759706190975;0.667905758211195;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
182;Naive Bayes;prep_masked;TF-IDF;(1, 3);Tomek (Undersampling);0.7355718782791185;0.6580354575540256;{'alpha': 0.1, 'fit_prior': True};"TF-IDF
(1, 3)"
183;FFNN;prep_masked;TF-IDF;(1, 3);Tomek (Undersampling);0.7303252885624344;0.6775518795937341;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 3)"
184;Naive Bayes;prep_masked;TF-IDF;(1, 4);None (Imbalanced);0.7250786988457503;0.6225046276840246;{'alpha': 0.5, 'fit_prior': True};"TF-IDF
(1, 4)"
185;FFNN;prep_masked;TF-IDF;(1, 4);None (Imbalanced);0.751311647429171;0.6979283818129622;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
186;Naive Bayes;prep_masked;TF-IDF;(1, 4);SMOTE (Oversampling);0.70199370409234;0.6369426934559681;{'alpha': 0.01, 'fit_prior': False};"TF-IDF
(1, 4)"
187;FFNN;prep_masked;TF-IDF;(1, 4);SMOTE (Oversampling);0.7292759706190975;0.6737591824571473;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
188;Naive Bayes;prep_masked;TF-IDF;(1, 4);SMOTETomek (Combined);0.6998950682056663;0.6363459486208449;{'alpha': 0.01, 'fit_prior': False};"TF-IDF
(1, 4)"
189;FFNN;prep_masked;TF-IDF;(1, 4);SMOTETomek (Combined);0.7481636935991606;0.6943600746030149;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
190;Naive Bayes;prep_masked;TF-IDF;(1, 4);Tomek (Undersampling);0.7082896117523609;0.6543720763810673;{'alpha': 0.01, 'fit_prior': False};"TF-IDF
(1, 4)"
191;FFNN;prep_masked;TF-IDF;(1, 4);Tomek (Undersampling);0.7544596012591815;0.6911687946887403;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"TF-IDF
(1, 4)"
192;Naive Bayes;prep_standard_numbers;BoW;(1, 1);None (Imbalanced);0.657922350472193;0.5902723091352997;{'alpha': 0.01, 'fit_prior': True};"BoW
(1, 1)"
193;FFNN;prep_standard_numbers;BoW;(1, 1);None (Imbalanced);0.7471143756558237;0.7052891625798751;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 1)"
194;Naive Bayes;prep_standard_numbers;BoW;(1, 1);SMOTE (Oversampling);0.6652675760755509;0.6005296526903566;{'alpha': 1.0, 'fit_prior': False};"BoW
(1, 1)"
195;FFNN;prep_standard_numbers;BoW;(1, 1);SMOTE (Oversampling);0.6873032528856243;0.6240370466363095;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 1)"
196;Naive Bayes;prep_standard_numbers;BoW;(1, 1);SMOTETomek (Combined);0.6663168940188877;0.6043776697172758;{'alpha': 0.5, 'fit_prior': False};"BoW
(1, 1)"
197;FFNN;prep_standard_numbers;BoW;(1, 1);SMOTETomek (Combined);0.6862539349422875;0.6300877699588415;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 1)"
198;Naive Bayes;prep_standard_numbers;BoW;(1, 1);Tomek (Undersampling);0.6946484784889821;0.6373170038944208;{'alpha': 0.5, 'fit_prior': True};"BoW
(1, 1)"
199;FFNN;prep_standard_numbers;BoW;(1, 1);Tomek (Undersampling);0.7429171038824763;0.6883783137352526;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 1)"
200;Naive Bayes;prep_standard_numbers;BoW;(1, 2);None (Imbalanced);0.7114375655823715;0.6437080081632797;{'alpha': 0.5, 'fit_prior': True};"BoW
(1, 2)"
201;FFNN;prep_standard_numbers;BoW;(1, 2);None (Imbalanced);0.7502623294858342;0.6982305018096066;{'hidden_layer_sizes': (64, 32), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 2)"
202;Naive Bayes;prep_standard_numbers;BoW;(1, 2);SMOTE (Oversampling);0.6820566631689402;0.5919804734272819;{'alpha': 0.1, 'fit_prior': False};"BoW
(1, 2)"
203;FFNN;prep_standard_numbers;BoW;(1, 2);SMOTE (Oversampling);0.7061909758656874;0.6519978733043793;{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 2)"
204;Naive Bayes;prep_standard_numbers;BoW;(1, 2);SMOTETomek (Combined);0.6820566631689402;0.5920536038258767;{'alpha': 0.1, 'fit_prior': True};"BoW
(1, 2)"
205;FFNN;prep_standard_numbers;BoW;(1, 2);SMOTETomek (Combined);0.6778593913955928;0.6262485589365587;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 2)"
206;Naive Bayes;prep_standard_numbers;BoW;(1, 2);Tomek (Undersampling);0.7103882476390346;0.6438510738201434;{'alpha': 0.5, 'fit_prior': True};"BoW
(1, 2)"
207;FFNN;prep_standard_numbers;BoW;(1, 2);Tomek (Undersampling);0.7492130115424974;0.6935961147095804;{'hidden_layer_sizes': (64, 64), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'learning_rate_init': 0.001, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 2)"
208;Naive Bayes;prep_standard_numbers;BoW;(1, 3);None (Imbalanced);0.6904512067156349;0.6279361510924285;{'alpha': 0.5, 'fit_prior': False};"BoW
(1, 3)"
209;FFNN;prep_standard_numbers;BoW;(1, 3);None (Imbalanced);0.7534102833158447;0.7027970846229449;{'hidden_layer_sizes': (64,), 'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'learning_rate_init': 0.005, 'max_iter': 100, 'patience': 10, 'random_state': 42, 'early_stopping': True};"BoW
(1, 3)"
